店名,种类,环境评分,服务评分,口味评分
双流老妈兔头(青石桥总店),小吃,4.17,3.92,4.04
马路边边麻辣烫(致民路直营店),小吃,4.35,4.7,4.94
巷子面,小吃,4.93,3.88,4.39
太平张醪糟(西街店),小吃,4.67,4.29,4.86
左撇子私房面,小吃,4.17,3.96,4.03
走壹碗面,小吃,4.31,4.89,4.39
冒神(春熙店),小吃,4.77,4.15,4.49
乐山鲜知味钵钵鸡,小吃,3.95,4.31,4.12
秦人面馆,小吃,4.07,4.51,3.99
梅记兔头,小吃,4.77,4.75,4.77
邓氏兔头,小吃,4.28,3.88,4.15
喜吃·红龙虾,小吃,4.32,4.14,4.24
海大蜀·成都市井烧烤(八宝街店),小吃,4.61,4.01,4.85
本垒美式烤肉(桐梓林紫荆店),小吃,4.84,4.86,4.24
嗨顿串串·不数签签(宽窄巷子店),小吃,4.31,4.57,4.51
乡村映巷川菜馆,小吃,4.11,4.8,3.88
舌尖派对.四川小吃集(太古里店),小吃,4.93,3.16,3.03
张叔叔锑锅麻辣烫(总店),小吃,4.48,4.33,4.44
南充方锅盔,小吃,4.23,4.85,4.07
成都吃客(奎星楼店),小吃,4.76,4.11,4.65
老黄记手撕烤兔(玉林街店),小吃,4.16,4.53,3.88
天府掌柜(兰桂坊店),小吃,4.02,4.44,4.31
正一涵金丝面,小吃,4.17,4.16,4.13
巷巷面馆(高朋店),小吃,4.12,4.81,4.47
中介食所·云南把把烧·薄荷米线(广福桥店),小吃,4.27,4.61,4.73
酥香门弟酸辣粉,小吃,4.89,4.47,4.96
马路边边麻辣烫(春熙路盐市口直营店),小吃,4.08,4.64,4.93
乐山名小吃,小吃,3.98,4.56,3.96
蓉荣北大铺盖面,小吃,4.78,4.46,4.84
霸王虾?成都麻辣小龙虾(太古里店),小吃,4.8,4.73,4.83
徐老幺奶汤面,小吃,4.27,4.09,4.27
马路边边麻辣烫(玉林直营店),小吃,4.26,4.12,4.85
三圣面,小吃,4.93,4.77,4.66
叒缘茶社,小吃,4.86,4.67,4.48
西月城谭豆花(春熙路店),小吃,4.48,4.59,4.03
老街称盘麻辣烫(总店),小吃,4.38,4.26,4.83
蓉城老饕食堂(九眼桥总店),小吃,4.18,4.44,4.22
小顿咖啡 Dot Cafe,小吃,3.94,4.76,3.94
半边面馆,小吃,4.68,4.5,4.41
颜氏跷脚牛肉,小吃,4.28,4.09,4.22
老可爱的豆花店,小吃,3.91,4.8,3.87
张太婆老妈蹄花(太古里总店),小吃,4.91,4.91,4.23
画粉·川北米粉,小吃,3.88,4.58,4.82
传统杂酱面,小吃,4.42,4.75,4.22
晶晶友味,小吃,4.68,4.33,4.96
大碗面,小吃,4.26,4.59,4.87
老船舫·鲜做河鱼馆(李家沱总店),小吃,4.57,4.76,4.14
京城特号饺子餐厅(来福士店),小吃,4.62,4.34,3.9
四千高原菌汤锅(太古里店),小吃,4.7,4.58,4.55
饮膳制面,小吃,4.95,4.44,4.84
点兵点将·传统小吃集(春熙路店),小吃,3.99,4.29,4.81
肖仙仙羊肉汤·始于1996年(三官堂总店),小吃,4.68,4.37,4.83
黎叔杂酱面,小吃,4.44,4.25,4.87
崇州余荞面,小吃,4.06,4.15,4.3
赞赞粉,小吃,4.04,4.25,3.89
老号尤兔头(都江堰大道店),小吃,3.95,3.59,3.88
四妹钵钵鸡(望平街店),小吃,4.31,4.59,4.61
荣荣记云南过桥米线,小吃,4.44,4.18,4.07
拈江湖鸭肠火锅(蜀汉路店),小吃,4.03,4.01,4.79
喜面,小吃,3.88,4.68,4.44
三两小食堂,小吃,4.86,4.26,4.67
八二小区抄手(万象城店),小吃,4.52,4.34,4.15
ＢＲＵＮＥＲ(轻食、三明治、沙拉),小吃,4.31,4.4,4.43
烤匠麻辣烤鱼(IFS店),小吃,4.18,4.95,4.95
我家台湾小吃,小吃,4.42,4.26,4.44
翟大爷抄手,小吃,4.28,4.87,4.27
宜家餐厅(成华商场店),小吃,4.48,4.93,4.46
洞子口陈氏凉粉,小吃,4.6,3.97,4.61
司乎·日式鲜吐司(世纪城店),小吃,4.03,4.22,4.82
脑花面(太古里总店),小吃,4.66,4.54,4.62
井已面馆(太古里店),小吃,3.97,3.85,3.47
Hot Burger 惹火汉堡,小吃,4.47,4.81,4.34
海椒市落舌·麻辣烫冒菜(奎星楼店),小吃,4.88,4.01,4.89
锅盔女王,小吃,4.7,4.93,4.67
白家老店肥肠粉(高升桥店),小吃,4.3,4.79,4.78
双流老妈兔头(太古里旗舰店),小吃,3,3.58,3.12
王婆婆老妈蹄花(橡树林店),小吃,4.6,4.88,4.24
千金醉·将军烧(太古里店),小吃,4.98,4.37,4.75
盘盘儿麻辣烫,小吃,4.48,3.91,4.87
陈记爷爷婆婆蛋烘糕,小吃,4.71,4.66,4.7
啥子粑粑(339购物中心店),小吃,4.07,4.96,4.63
嗨岛兔·特产小吃烤兔烤鸡兔头(总店),小吃,4.56,4.54,3.92
燕子肉饼店,小吃,4.31,4.22,3.96
都氏二当家·土系(九方店),小吃,4.58,3.99,4.91
金满钵面馆(九里堤店),小吃,4,4.28,3.98
渔夫遇见小吃,小吃,4.73,4.53,4.55
都可以盘盘麻辣烫(万象城店),小吃,4.16,4.7,4.31
陈盘盘麻辣烫(营门口店),小吃,4.96,4.39,4.85
香菇秦肥肠,小吃,4.46,4.49,4.99
拈江湖鸭肠火锅(玉林店),小吃,4.34,4.98,4.75
馋嘴油炸串串(棕北店),小吃,3.46,2.91,4.78
铭记广东海鲜砂锅粥(红花西路店),小吃,4.62,4.8,4.65
食而百(北门大桥店),小吃,4.04,4.45,3.93
熊记凉拌菜,小吃,4.36,4.66,4.01
八二小区抄手(望平街店),小吃,3.95,4.68,4.58
大肉酒肉寿司专门店,小吃,4.07,4.33,3.01
领鲜大叔海鲜炒饭(八宝街店),小吃,4.19,4.55,4.99
大榛·卤菜火锅(太古里店),小吃,4.95,4.35,3.99
纪老四黄鸡肉钵钵鸡(春熙路店),小吃,4.11,4.65,4.47
拈一筷子·宜宾江湖菜,小吃,4.87,4.86,4.2
到家张醪糟(成都总店),小吃,4.75,4.59,4.14
宜家餐厅(高新商场店),小吃,4.91,4.93,4.47
郭鸡片传味钵钵鸡(太古里店),小吃,4.37,4.29,4.45
冒椒火辣·炸货铺(银石店),小吃,4.94,4.06,3.97
老街称盘麻辣烫(339店),小吃,4.78,3.88,3.87
重庆盆盆虾·蟹蛙(顺城大街店),小吃,4.8,4.27,4.42
拌饭总动员(仁和新城店),小吃,4.21,4.41,4.67
渺秒海鲜大排档(双楠广福路店),小吃,4.94,4.41,4.53
黄伞肺片(郭家桥店),小吃,4.87,4.27,4.05
卤十一郎·热卤·卤粉(SM广场店),小吃,3.92,4.2,4.37
奈九·居酒屋(象南里店),小吃,4.69,4.96,4.24
抄妈面食料理(龙湖滨江天街店),小吃,4.6,4.43,4.09
叶老大肥肠,小吃,4.65,4.78,4.8
双流老妈兔头(春熙坊店),小吃,4.86,4.62,4.9
蓉城·老王家冒菜(桐梓林总店),小吃,4.61,4.82,3.97
谭素面,小吃,4.05,4.06,4.09
抄妈面食料理(金沙店),小吃,4.14,4.54,4.81
陈麻婆豆腐(川西民居主题体验店),小吃,3.92,3.97,4.71
锦里小吃一条街,小吃,4.44,4.43,4.9
CoCo壱番屋(伊势丹店),小吃,4.57,4.92,4.6
王浩儿纪六孃(桐梓林店),小吃,4.34,4.59,4.84
拌饭总动员(龙湖北城天街店),小吃,4.68,4.23,4.62
一块儿,小吃,4.77,4.07,3.95
卢婆婆姜鸭面(科华店),小吃,4.12,4.49,3.95
蒌兰兰州牛肉面(银泰城店),小吃,4.12,4.04,4.98
夜猫子夜市,小吃,3.97,4.23,4.62
卢婆婆姜鸭面(中坝店),小吃,4.45,4.64,4.2
无名眼哥麻辣烫(总店),小吃,4.97,4.25,4.82
奈九日料·居酒屋(鹭岛艺术城店),小吃,4.06,4.38,4
王记特色锅魁(马鞍南路店),小吃,3.96,3.95,4.11
鑫记婆婆兔·成都特产(太古里店),小吃,4.88,4.07,4.47
销魂掌(西安北路店),小吃,4.95,3.94,4.84
無须·蒸蛋,小吃,4.48,4.7,4.12
周签签锅巴土豆(太古里店),小吃,4.8,4.94,4.67
犁记豆浆,小吃,4.15,4.69,4.99
荥经棒棒鸡(海椒市店),小吃,4.32,4.06,4.71
大小喜吃匠心集(银泰in99店),小吃,4.33,4.05,4.15
五嫂香粽,小吃,4.22,4.94,4.87
叶婆婆钵钵鸡(太古里店),小吃,4.19,3.94,4.16
朱大嘴肥肠·始于1999年(福字街总店),小吃,4.27,4.88,4.14
华阳人家麻椒鱼·始于1999年(华阳总店),小吃,4.35,4.44,4.43
舌尖派对·四川小吃集(书院街店),小吃,4.86,4.4,4.44
耿歡喜剁椒拌饭公司(建设路店),小吃,3.92,4.47,4.85
马路边边麻辣烫(天府四街直营店),小吃,4.64,4.12,4.65
攀枝花任德琼盐边羊肉米线,小吃,4.54,4.36,4.28
爱恨怪豆花,小吃,3.99,4.26,4.83
八风面屋,小吃,4.25,4.36,4.99
干海椒抄手,小吃,4.26,4.73,4.99
火山兔·米线研究所,小吃,4.9,4.11,4.91
点兵点将·传统小吃集(太古里总店),小吃,4.18,4.21,4.75
宝炙星BURGER AUSTINE(桐梓林店),小吃,3.89,4.49,4.96
多无所谓烧烤(天府四街店),小吃,4.25,4.91,4.47
奉食包子,小吃,4.53,4.62,4.95
翘眉鲜蘸水肥肠(宽窄巷子店),小吃,3.9,4.57,4.7
泸州酸菜豆花(共和路店),小吃,3.89,4.24,4.14
卢婆婆姜鸭面(较场坝店),小吃,3.98,4.09,4.28
马路边边麻辣烫(建设路直营店),小吃,3.87,4.54,4.25
吉食捞鲜卤现捞(建设路店),小吃,4.12,3.9,4.61
纯阳馆鱼香排骨面(吉祥街店),小吃,4,4.35,4.77
小蒙宫廷酥牛肉饼(小河街店),小吃,4.79,3.89,4.75
廖老妈蹄花(三洞桥店),小吃,4.4,4.18,4.01
老妈兔头(宽窄巷子店),小吃,4.48,4.49,4.99
鼎泰丰(成都远洋太古里店),小吃,4.33,4.39,4.32
老码头火锅(春熙店),小吃,4.55,4.89,4.2
易老妈蹄花(东城根街总店),小吃,4.1,4.19,4.24
叶婆婆钵钵鸡(清江西路店),小吃,4.61,3.92,4.67
福前小酥肉(太古里店),小吃,4.77,4.18,4.16
面面.小面馆(太古里店),小吃,4.52,4.39,4.06
无名冒菜(西二道街店),小吃,4.8,4.39,3.96
晓友烧麦,小吃,4.5,4.39,3.98
酥香门弟锅盔凉粉(耿家巷店),小吃,4.07,4.67,4.52
叶婆婆豆浆馍馍,小吃,4.2,3.95,4.28
乐事多Los Santos,小吃,4.68,4.13,4.73
桃园眷村(成都悠方店),小吃,4.52,4.95,4.12
甦杏鸡毛店(双流广场店),小吃,4.62,4.58,4.51
龍城柳州螺蛳粉,小吃,4.96,4.29,4.33
至爱鸡汤,小吃,4.28,3.98,4.36
湫竜前の本川家拉面(环球中心店),小吃,4.18,3.89,4.6
西月城谭豆花(光华店),小吃,4.9,4.77,4.71
芙蓉树下·品质冒菜全球连锁(总店),小吃,3.94,3.96,4.97
叶婆婆钵钵鸡(人民南路总店),小吃,3.9,4.54,3.98
鸿运兔·手撕烤兔(天府广场店),小吃,4.5,4.95,4.77
约面面馆(太古里店),小吃,4.42,4.42,4.75
老成都三样面,小吃,4.55,4.07,4.61
舌尖派对·四川小吃集(奎星楼店),小吃,4.72,4.6,4.19
蒌兰兰州牛肉面(凯德乐视界店),小吃,4.43,3.87,3.98
三有缘兔鱼火锅,小吃,4.81,3.92,4.51
正反面·重庆小面(优品道总店),小吃,4.77,4.16,4.44
正反面重庆小面(昭觉寺南路店),小吃,3.92,4.3,3.89
小微家吃货聚集地,小吃,4.36,4.81,4.2
唐彩彩油炸铺,小吃,4.87,4.21,4.69
碳楽滿腹·日式燒肉店(保利中心店),小吃,4.36,4.24,4.61
叶婆婆豆浆馍馍,小吃,3.93,4.41,4.56
官人桥蒙自过桥米线,小吃,3.87,4.97,4.27
成都吃客(九眼桥店),小吃,4.73,4.68,4.01
牛大侠牛肉面·清真,小吃,4.31,4.68,4.15
牛华老阿婆麻辣烫(新华公园店),小吃,4.12,4.21,4.26
竹木堂烤肉居酒屋(犀浦店),小吃,4.72,4.75,4.34
太平张醪糟(都江堰总店),小吃,4.46,4.95,4.71
八二小区抄手(建设路总店),小吃,4.3,4.12,4.17
瓷碗面(高朋路店),小吃,4.05,4.06,4.16
张三脆,小吃,4.55,3.92,3.92
赤宴(玉林店),小吃,4.86,4.72,4.26
双流老妈兔头(青石桥总店),小吃,4.41,4.53,4.25
马路边边麻辣烫(致民路直营店),小吃,4.1,4.54,4.1
巷子面,小吃,4.43,4.81,4.33
太平张醪糟(西街店),小吃,4.8,4.27,4.31
左撇子私房面,小吃,4.19,4.25,4.01
走壹碗面,小吃,4.61,4.64,4.75
冒神(春熙店),小吃,4.9,3.94,4.9
乐山鲜知味钵钵鸡,小吃,4.68,4.32,3.9
秦人面馆,小吃,4.68,4.3,4.66
梅记兔头,小吃,4.19,4.38,4.05
邓氏兔头,小吃,4.48,4.73,4.32
喜吃·红龙虾,小吃,4.26,4.08,4.52
海大蜀·成都市井烧烤(八宝街店),小吃,3.97,4.68,4.24
本垒美式烤肉(桐梓林紫荆店),小吃,4.14,4.34,4.5
嗨顿串串·不数签签(宽窄巷子店),小吃,2.88,3.38,4.41
乡村映巷川菜馆,小吃,4.88,4.07,4.04
舌尖派对.四川小吃集(太古里店),小吃,4.82,2.95,3.02
张叔叔锑锅麻辣烫(总店),小吃,4.36,4.29,4.52
南充方锅盔,小吃,4.5,4.09,3.89
成都吃客(奎星楼店),小吃,4.37,4.52,4.76
老黄记手撕烤兔(玉林街店),小吃,3.98,4.42,4.76
天府掌柜(兰桂坊店),小吃,4.29,4.86,4.87
正一涵金丝面,小吃,4.84,4.75,4.83
巷巷面馆(高朋店),小吃,4.29,4.04,4.29
中介食所·云南把把烧·薄荷米线(广福桥店),小吃,4.48,3.89,4.2
酥香门弟酸辣粉,小吃,4.65,4.3,4.58
马路边边麻辣烫(春熙路盐市口直营店),小吃,4.26,4.64,4.28
乐山名小吃,小吃,4.74,4.62,4.97
蓉荣北大铺盖面,小吃,4.29,4.02,4.35
霸王虾?成都麻辣小龙虾(太古里店),小吃,4.71,4.92,4.52
徐老幺奶汤面,小吃,4.61,3.98,4.81
马路边边麻辣烫(玉林直营店),小吃,4.64,4.85,4.34
三圣面,小吃,4.25,4,4.68
叒缘茶社,小吃,4.12,4.15,4.83
西月城谭豆花(春熙路店),小吃,4.38,4.52,4.05
老街称盘麻辣烫(总店),小吃,4.52,4.35,4.22
蓉城老饕食堂(九眼桥总店),小吃,4.57,4.12,4.18
小顿咖啡 Dot Cafe,小吃,4.63,4.37,4.31
半边面馆,小吃,4.57,4.14,4.64
颜氏跷脚牛肉,小吃,3.88,4.58,4.78
老可爱的豆花店,小吃,4.22,4.64,4.48
张太婆老妈蹄花(太古里总店),小吃,4.49,3.88,4.33
画粉·川北米粉,小吃,4.16,4.26,4.98
传统杂酱面,小吃,4.21,4.33,4.07
晶晶友味,小吃,4.94,4.12,3.91
大碗面,小吃,4.81,4.48,4.09
老船舫·鲜做河鱼馆(李家沱总店),小吃,4.08,4.62,4.61
京城特号饺子餐厅(来福士店),小吃,4.42,4.83,4.93
四千高原菌汤锅(太古里店),小吃,4.01,4.23,4.78
饮膳制面,小吃,4.75,4.51,4.61
点兵点将·传统小吃集(春熙路店),小吃,4.22,4.82,4.22
肖仙仙羊肉汤·始于1996年(三官堂总店),小吃,4.26,4.52,4.4
黎叔杂酱面,小吃,4.26,4.67,4.58
崇州余荞面,小吃,4.15,3.99,4.16
赞赞粉,小吃,4.58,3.91,4.92
老号尤兔头(都江堰大道店),小吃,4.51,3.94,4.26
四妹钵钵鸡(望平街店),小吃,3.28,3.74,3.82
荣荣记云南过桥米线,小吃,4.63,4.08,4.96
拈江湖鸭肠火锅(蜀汉路店),小吃,4.28,3.95,4.8
喜面,小吃,4.91,4.02,4.9
三两小食堂,小吃,4,4.82,4.66
八二小区抄手(万象城店),小吃,4.42,4.14,4.54
ＢＲＵＮＥＲ(轻食、三明治、沙拉),小吃,4.98,4.73,4.07
烤匠麻辣烤鱼(IFS店),小吃,3.98,4.92,4.02
我家台湾小吃,小吃,3.91,4.21,4.15
翟大爷抄手,小吃,4.96,3.9,4.71
宜家餐厅(成华商场店),小吃,4.02,4.34,4.71
洞子口陈氏凉粉,小吃,4.4,4.66,4.36
司乎·日式鲜吐司(世纪城店),小吃,4.09,4.8,4.61
脑花面(太古里总店),小吃,4.78,4.01,4.8
井已面馆(太古里店),小吃,4.12,4.06,4.2
Hot Burger 惹火汉堡,小吃,4.42,3.68,3.67
海椒市落舌·麻辣烫冒菜(奎星楼店),小吃,4.18,4.65,4.73
锅盔女王,小吃,4.68,4.5,3.97
白家老店肥肠粉(高升桥店),小吃,4.98,4.45,4.19
双流老妈兔头(太古里旗舰店),小吃,4.25,4.69,3.88
王婆婆老妈蹄花(橡树林店),小吃,4.28,2.98,3.19
千金醉·将军烧(太古里店),小吃,3.97,4.39,4.01
盘盘儿麻辣烫,小吃,4.69,4.35,3.88
陈记爷爷婆婆蛋烘糕,小吃,4.19,4.7,4.86
啥子粑粑(339购物中心店),小吃,4.92,4.27,4.31
嗨岛兔·特产小吃烤兔烤鸡兔头(总店),小吃,4.07,4.14,4.53
燕子肉饼店,小吃,4.18,4.4,4.91
都氏二当家·土系(九方店),小吃,4.02,4.13,4.39
金满钵面馆(九里堤店),小吃,3.92,4.88,4.02
渔夫遇见小吃,小吃,4.82,4.56,4.04
都可以盘盘麻辣烫(万象城店),小吃,4.43,4.93,4.46
陈盘盘麻辣烫(营门口店),小吃,4.23,4.71,4.79
香菇秦肥肠,小吃,4.59,4.38,3.91
拈江湖鸭肠火锅(玉林店),小吃,4.92,4.49,4.08
馋嘴油炸串串(棕北店),小吃,4.68,4.75,4.8
铭记广东海鲜砂锅粥(红花西路店),小吃,3.47,4.12,4.18
食而百(北门大桥店),小吃,3.95,4.1,4.8
熊记凉拌菜,小吃,4.66,4.25,4.38
八二小区抄手(望平街店),小吃,4.39,3.89,4.43
大肉酒肉寿司专门店,小吃,4.16,4.74,4.22
领鲜大叔海鲜炒饭(八宝街店),小吃,4.94,2.96,3.9
大榛·卤菜火锅(太古里店),小吃,3.87,4.11,4.82
纪老四黄鸡肉钵钵鸡(春熙路店),小吃,3.88,4.06,4.55
拈一筷子·宜宾江湖菜,小吃,4.42,4.55,4.59
到家张醪糟(成都总店),小吃,3.88,4.79,4.32
宜家餐厅(高新商场店),小吃,4.37,4.89,4.28
郭鸡片传味钵钵鸡(太古里店),小吃,4.11,4.1,4.43
冒椒火辣·炸货铺(银石店),小吃,4.63,4.6,4.15
老街称盘麻辣烫(339店),小吃,4.93,4.82,4.37
重庆盆盆虾·蟹蛙(顺城大街店),小吃,4.01,4.96,4.31
拌饭总动员(仁和新城店),小吃,4.48,4.91,4.7
渺秒海鲜大排档(双楠广福路店),小吃,4.88,3.93,4
黄伞肺片(郭家桥店),小吃,4.74,4.36,4.48
卤十一郎·热卤·卤粉(SM广场店),小吃,4.26,4.63,4.53
奈九·居酒屋(象南里店),小吃,4.95,4.72,4.74
抄妈面食料理(龙湖滨江天街店),小吃,4.63,4.45,4.25
叶老大肥肠,小吃,4.62,4.3,4.16
双流老妈兔头(春熙坊店),小吃,4.65,4.88,3.92
蓉城·老王家冒菜(桐梓林总店),小吃,4.47,4.47,4.51
谭素面,小吃,4.22,4.44,4.15
抄妈面食料理(金沙店),小吃,4.81,4.63,4.78
陈麻婆豆腐(川西民居主题体验店),小吃,4.95,3.87,4.25
锦里小吃一条街,小吃,4.38,4.27,4.06
CoCo壱番屋(伊势丹店),小吃,4.5,3.9,4.72
王浩儿纪六孃(桐梓林店),小吃,4.79,3.89,4.36
拌饭总动员(龙湖北城天街店),小吃,4.29,4.51,3.97
一块儿,小吃,4,4.72,4.28
卢婆婆姜鸭面(科华店),小吃,4.21,4.64,4.46
蒌兰兰州牛肉面(银泰城店),小吃,4.21,4.17,4.99
夜猫子夜市,小吃,4.06,4.05,4.19
卢婆婆姜鸭面(中坝店),小吃,4.84,4.16,4.2
无名眼哥麻辣烫(总店),小吃,4.22,4.45,4.06
奈九日料·居酒屋(鹭岛艺术城店),小吃,4.15,4.38,4.03
王记特色锅魁(马鞍南路店),小吃,4.44,4.26,4.9
鑫记婆婆兔·成都特产(太古里店),小吃,4.55,4.11,4.78
销魂掌(西安北路店),小吃,4.68,4.77,4.34
無须·蒸蛋,小吃,4.22,4.43,4.17
周签签锅巴土豆(太古里店),小吃,4.76,4.98,4.14
犁记豆浆,小吃,4.16,4.22,4.91
荥经棒棒鸡(海椒市店),小吃,4.6,4.84,4.81
大小喜吃匠心集(银泰in99店),小吃,4.49,4.28,4.43
五嫂香粽,小吃,4.79,4.91,4.81
叶婆婆钵钵鸡(太古里店),小吃,4.48,4.71,4.13
朱大嘴肥肠·始于1999年(福字街总店),小吃,4.03,4.34,4.24
华阳人家麻椒鱼·始于1999年(华阳总店),小吃,4.85,4.13,4.08
舌尖派对·四川小吃集(书院街店),小吃,4.32,4.33,4.95
耿歡喜剁椒拌饭公司(建设路店),小吃,3.88,4.89,4.94
马路边边麻辣烫(天府四街直营店),小吃,4.35,4.46,4.61
攀枝花任德琼盐边羊肉米线,小吃,4,4.9,4.88
爱恨怪豆花,小吃,4.44,4.17,4.37
八风面屋,小吃,4.59,4.98,4.87
干海椒抄手,小吃,4.62,4.2,4.85
火山兔·米线研究所,小吃,4.06,4.94,4.81
点兵点将·传统小吃集(太古里总店),小吃,4.19,4.86,4.2
宝炙星BURGER AUSTINE(桐梓林店),小吃,3.9,4.3,3.96
多无所谓烧烤(天府四街店),小吃,4.88,3.94,4.23
奉食包子,小吃,4.83,4.68,4.93
翘眉鲜蘸水肥肠(宽窄巷子店),小吃,4.36,4.22,3.97
泸州酸菜豆花(共和路店),小吃,4.07,4.08,4.76
卢婆婆姜鸭面(较场坝店),小吃,4.37,4.65,4.74
马路边边麻辣烫(建设路直营店),小吃,4.75,4.95,3.99
吉食捞鲜卤现捞(建设路店),小吃,4.58,4.31,4.08
纯阳馆鱼香排骨面(吉祥街店),小吃,4.04,4.15,4.53
小蒙宫廷酥牛肉饼(小河街店),小吃,4.03,4.8,4.31
廖老妈蹄花(三洞桥店),小吃,3.87,3.99,3.88
老妈兔头(宽窄巷子店),小吃,4.94,4.67,2.93
鼎泰丰(成都远洋太古里店),小吃,4.34,4.65,3.92
老码头火锅(春熙店),小吃,4.24,4.63,3.93
易老妈蹄花(东城根街总店),小吃,4.18,4.17,4.02
叶婆婆钵钵鸡(清江西路店),小吃,4.56,4.84,4.98
福前小酥肉(太古里店),小吃,4.27,4.06,4.32
面面.小面馆(太古里店),小吃,4.31,4.68,4.29
无名冒菜(西二道街店),小吃,4.7,4.09,3.96
晓友烧麦,小吃,4.7,4.14,4.32
酥香门弟锅盔凉粉(耿家巷店),小吃,4.34,4.27,4.73
叶婆婆豆浆馍馍,小吃,4.04,4.93,4.32
乐事多Los Santos,小吃,4.96,4.24,4.08
桃园眷村(成都悠方店),小吃,4.51,4.23,4.83
甦杏鸡毛店(双流广场店),小吃,4.45,4.6,4.51
龍城柳州螺蛳粉,小吃,4.63,4.54,4.21
至爱鸡汤,小吃,4.53,4.31,4.81
湫竜前の本川家拉面(环球中心店),小吃,4.1,3.9,4.85
西月城谭豆花(光华店),小吃,4.15,4.5,3.97
食拾碗(玉林店),小吃,4,4.74,4.27
叶婆婆钵钵鸡(锦里店),小吃,4.45,4.57,4.7
渺秒海鲜大排档(金沙同盛店),小吃,4.56,4.2,4.42
大福喜鳗(仁和新城店),小吃,4.72,3.91,3.97
私飨·意境文化川菜(成都远洋太古里店),小吃,4.91,4.13,4.07
虾圆圆·手打虾滑&酸辣粉,小吃,4.88,4.29,4.07
锑锅麻辣烫,小吃,4.1,4.78,4.1
享甜有冰老冰粉,小吃,4.9,4.67,4.08
手擀面,小吃,4.23,4.18,4.07
蒙自小黄牛肉米线,小吃,4.68,4.22,4.62
落舌冒菜,小吃,4.71,4.45,4.64
闽南风味小吃(解放西路店),小吃,4.14,4.42,4.98
学街秀兰麻辣烫(科华店),小吃,4.89,4.11,4.79
兵哥豌豆面(福年店),小吃,4.19,4.06,4.91
